x1,index,title,abstract,store_id,article_type,authors,copyright,document_type,entry_date,issn,issue,language,language_of_summary,pages,place_of_publication,pubdate,pubtitle,year,volume,document_url,document_features,start_page,find_a_copy,database,date,filename,filepath
192,batch8_192.pdf,Perspective: Congressional Leg Work,"The way things look now, the most significant factor in the 1940 session will be the inexhaustible legs of Senator James F. Byrnes of South Carolina. Guided by an informed and canny intelligence, they are going to be used to keep the herd of Democrats ""on the Hill"" and in the executive departments from staging a rip-roaring battle over a half-dozen issues.",1795507590,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jan 8, 1940",0028-9604,2,English,English,48,New York,"Jan 8, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/perspective/docview/1795507590/se-2?accountid=14696,NA,48,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=2&amp;title=Newsweek&amp;spage=48&amp;date=1940-01-08&amp;atitle=Perspective&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-01-08,NA,NA
193,batch8_193.pdf,Democrats and 1940,"The chief reason why so many good men go wrong and so many fakes make money is the sinful yearning of human beings to tear away the veil of the future. Just now the customers are demanding political prophecy. But since I expect to write in this corner of NEWSWEEK for a long time to come, I intend to steer clear of diviners' equipment—crystal balls, the entrails of animals and trays of prophetic sand.",1895326389,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Jan 1, 1940",0028-9604,1,English,English,48,New York,"Jan 1, 1940",Newsweek,1940,15,https://www.proquest.com/magazines/democrats-1940/docview/1895326389/se-2?accountid=14696,NA,48,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=15&amp;issue=1&amp;title=Newsweek&amp;spage=48&amp;date=1940-01-01&amp;atitle=Democrats+and+1940&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1940-01-01,NA,NA
194,batch8_194.pdf,The Law Is to Blame,"When in the haste, heat and hatred of the summer of 1935, Congress threw together and passed the National Labor Relations Act, many cool-headed people said that Congress would be sorry. The House, at any rate, seemed sorry when, four years later, in a calmer moment, it ordered the current investigation of the NLRB.",1879168341,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Dec 25, 1939",0028-9604,26,English,English,48,New York,"Dec 25, 1939",Newsweek,1939,14,https://www.proquest.com/magazines/law-is-blame/docview/1879168341/se-2?accountid=14696,NA,48,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=26&amp;title=Newsweek&amp;spage=48&amp;date=1939-12-25&amp;atitle=The+Law+Is+to+Blame&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1939-12-25,NA,NA
195,batch8_195.pdf,Perspective: Business Statesmanship,"""National security"" would be an appropriate way to designate the theme of the annual Congress of American Industry recently held by the National Association of Manufacturers. ""National"" because in its extraordinarily well-planned program, in its Statement of principles and in the general atmosphere surrounding the meetings the congress emphasized the broad interests of the nation rather than the narrower problems of industrial management alone.",1879144560,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Dec 18, 1939",0028-9604,25,English,English,60,New York,"Dec 18, 1939",Newsweek,1939,14,https://www.proquest.com/magazines/perspective/docview/1879144560/se-2?accountid=14696,NA,60,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=25&amp;title=Newsweek&amp;spage=60&amp;date=1939-12-18&amp;atitle=Perspective&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1939-12-18,NA,NA
196,batch8_196.pdf,Labor on the Carpet,For years many of our most farsighted economists and businessmen have vainly pointed to the building industry as the logical path out of our economic maze. Unquestionably one of the most serious obstacles to the development and expansion of a sound industry has been the policy of the building-trades unions.,1879132839,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Dec 4, 1939",0028-9604,23,English,English,64,New York,"Dec 4, 1939",Newsweek,1939,14,https://www.proquest.com/magazines/labor-on-carpet/docview/1879132839/se-2?accountid=14696,NA,64,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=23&amp;title=Newsweek&amp;spage=64&amp;date=1939-12-04&amp;atitle=Labor+on+the+Carpet&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1939-12-04,NA,NA
197,batch8_197.pdf,The Chrysler Strike,"At a staggering cost to itself, the Chrysler Corporation has stated an issue for all of industry. Engaged though it is in a business that is highly competitive, it has seen its production stopped rather than yield to demands that look to the control and direction of industry by labor. In the long Chrysler strike almost every basic problem of labor-management relationship has been involved at one moment or another.",1879130277,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Dec 4, 1939",0028-9604,23,English,English,64,New York,"Dec 4, 1939",Newsweek,1939,14,https://www.proquest.com/magazines/chrysler-strike/docview/1879130277/se-2?accountid=14696,NA,64,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=23&amp;title=Newsweek&amp;spage=64&amp;date=1939-12-04&amp;atitle=The+Chrysler+Strike&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1939-12-04,NA,NA
198,batch8_198.pdf,What War Aims?,"Last week an exceedingly well-informed Frenchman visiting here remarked that many of his countrymen wondered whether it was worth fighting a war ""to change a Ministry in Berlin."" Which, when one considers how rapidly French Ministries rise and fall, was merely a quaint way of saying that such an objective was no objective at all.",1895328490,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Nov 27, 1939",0028-9604,22,English,English,56,New York,"Nov 27, 1939",Newsweek,1939,14,https://www.proquest.com/magazines/what-war-aims/docview/1895328490/se-2?accountid=14696,NA,56,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=22&amp;title=Newsweek&amp;spage=56&amp;date=1939-11-27&amp;atitle=What+War+Aims%3F&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1939-11-27,NA,NA
199,batch8_199.pdf,Appeal for Belief,"If the war continues, the decision of this country at the election in November 1940 will be based not upon nicely ordered reason but profoundly felt emotion. Not that the campaign so far as international questions are concerned will be hysterical. It may have dignity and grace. But it will be an appeal for belief, a rivalry for trust.",1895325965,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Nov 27, 1939",0028-9604,22,English,English,56,New York,"Nov 27, 1939",Newsweek,1939,14,https://www.proquest.com/magazines/appeal-belief/docview/1895325965/se-2?accountid=14696,NA,56,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=22&amp;title=Newsweek&amp;spage=56&amp;date=1939-11-27&amp;atitle=Appeal+for+Belief&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1939-11-27,NA,NA
200,batch8_200.pdf,Rift in the Lute,"The surface news of the day is that politics, after a short adjournment, is noisily with us again. Congressmen are talking about prospects. Opponents of a third term have opened fire on the invisible moving target. Proponents, like Mr. McAdoo, are making dashes for the hypothetical band wagon.",1895325435,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Nov 27, 1939",0028-9604,22,English,English,56,New York,"Nov 27, 1939",Newsweek,1939,14,https://www.proquest.com/magazines/rift-lute/docview/1895325435/se-2?accountid=14696,NA,56,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=22&amp;title=Newsweek&amp;spage=56&amp;date=1939-11-27&amp;atitle=Rift+in+the+Lute&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1939-11-27,NA,NA
201,batch8_201.pdf,Strange Roads to Freedom,"Two rakings-over of the press—its freedom, its responsibilities, its sins, and what ought to be done about them—have appeared in recent weeks. The first is a book by Harold Ickes, Secretary of the Interior.",1894123863,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Nov 20, 1939",0028-9604,21,English,English,64,New York,"Nov 20, 1939",Newsweek,1939,14,https://www.proquest.com/magazines/strange-roads-freedom/docview/1894123863/se-2?accountid=14696,NA,64,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=21&amp;title=Newsweek&amp;spage=64&amp;date=1939-11-20&amp;atitle=Strange+Roads+to+Freedom&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1939-11-20,NA,NA
202,batch8_202.pdf,The Voices of Authority,NA,1879143938,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Nov 13, 1939",0028-9604,20,English,English,60,New York,"Nov 13, 1939",Newsweek,1939,14,https://www.proquest.com/magazines/voices-authority/docview/1879143938/se-2?accountid=14696,NA,60,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=20&amp;title=Newsweek&amp;spage=60&amp;date=1939-11-13&amp;atitle=The+Voices+of+Authority&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1939-11-13,NA,NA
203,batch8_203.pdf,What Is Aggression?,"After his third defeat for the Presidency, William Jennings Bryan described his feelings roughly as follows: ""A man taking a present to another man was thrown down the stairs and onto the side-walk. He went up the stairs again, with a like result. He did it a third time. And then, at last, picking himself up, he said: 'It seems that man just doesn't like me'.""",1879129973,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Nov 13, 1939",0028-9604,20,English,English,60,New York,"Nov 13, 1939",Newsweek,1939,14,https://www.proquest.com/magazines/what-is-aggression/docview/1879129973/se-2?accountid=14696,NA,60,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=20&amp;title=Newsweek&amp;spage=60&amp;date=1939-11-13&amp;atitle=What+Is+Aggression%3F&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1939-11-13,NA,NA
204,batch8_204.pdf,Government by Delusion: Off-Balance,"Next week the people of two great states, California and Ohio, are facing a vital test of representative government at the polls. They are voting, in California, on Ham-and-Eggs and, in Ohio, on the Bigelow scheme. Both plans are expressions of the same economic philosophy— the belief that government spending can create prosperity.",1879161868,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Nov 6, 1939",0028-9604,19,English,English,60,New York,"Nov 6, 1939",Newsweek,1939,14,https://www.proquest.com/magazines/government-delusion/docview/1879161868/se-2?accountid=14696,NA,60,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=19&amp;title=Newsweek&amp;spage=60&amp;date=1939-11-06&amp;atitle=Government+by+Delusion&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1939-11-06,NA,NA
205,batch8_205.pdf,Spend-Lend Goes to War,"Every year, with the first nip of frost, the spend-lend boys in Washington begin to rake the leaves of new and old schemes to load the budget. Lines to the ""Skipper"" grow hot. This year the schemes are apparently to be painted with military camouflage.",1879130983,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Nov 6, 1939",0028-9604,19,English,English,60,New York,"Nov 6, 1939",Newsweek,1939,14,https://www.proquest.com/magazines/spend-lend-goes-war/docview/1879130983/se-2?accountid=14696,NA,60,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=19&amp;title=Newsweek&amp;spage=60&amp;date=1939-11-06&amp;atitle=Spend-Lend+Goes+to+War&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1939-11-06,NA,NA
206,batch8_206.pdf,No 'Prejudism',"""Let there be no prejudism,"" bellowed the announcer when, on a June night three years ago, Joe Louis and Max Schmeling began their first fight. There was none. Millions in New York kept their heads and restrained their passions. They observed the announcer's quaint call for fair play and no street brawls.",1895325721,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Oct 30, 1939",0028-9604,18,English,English,56,New York,"Oct 30, 1939",Newsweek,1939,14,https://www.proquest.com/magazines/no-prejudism/docview/1895325721/se-2?accountid=14696,NA,56,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=18&amp;title=Newsweek&amp;spage=56&amp;date=1939-10-30&amp;atitle=No+%27Prejudism%27&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1939-10-30,NA,NA
207,batch8_207.pdf,Canada Prepares,"In these days of war we read daily of Congressional and Allministration concern with the need to ""cushion our economy"" against the upsets caused by the events in Europe. But seldom do we find any reference to events in Canada. Our good neighbor to the north is at war. It is not a ""possible war"" or a ""future war.""",1895325547,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Oct 23, 1939",0028-9604,17,English,English,56,New York,"Oct 23, 1939",Newsweek,1939,14,https://www.proquest.com/magazines/canada-prepares/docview/1895325547/se-2?accountid=14696,NA,56,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=17&amp;title=Newsweek&amp;spage=56&amp;date=1939-10-23&amp;atitle=Canada+Prepares&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1939-10-23,NA,NA
208,batch8_208.pdf,"Stop, Look and Then Listen","I wish there were someone wise enough to formulate some rules that might be called ""First Aid for Listeners of War News"" for the use of Americans these nights when they're beginning to stay home and listen to the radio. The rules ought to be printed in red type, neatly framed and hung up in clear sight of the family.",1895325193,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Oct 23, 1939",0028-9604,17,English,English,56,New York,"Oct 23, 1939",Newsweek,1939,14,https://www.proquest.com/magazines/stop-look-then-listen/docview/1895325193/se-2?accountid=14696,NA,56,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=17&amp;title=Newsweek&amp;spage=56&amp;date=1939-10-23&amp;atitle=Stop%2C+Look+and+Then+Listen&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1939-10-23,NA,NA
209,batch8_209.pdf,Perspective: Slave Socialism,"That war starts civilized people along the dark road back to barbarism has been said many times. The destruction of property, man power, the diversion of inventive genius, the stoppage of cultural advancement—of all these costs to civilization, we know. But the circumstances surrounding this war point to a new and terrifying process.",1882520577,Magazines,"Moley, Raymond","© IBT Media, Inc",Article,"Oct 16, 1939",0028-9604,16,English,English,64,New York,"Oct 16, 1939",Newsweek,1939,14,https://www.proquest.com/magazines/perspective/docview/1882520577/se-2?accountid=14696,NA,64,https://usmai-umcp.primo.exlibrisgroup.com/openurl/01USMAI_UMCP/01USMAI_UMCP:UMCP?sid=ProQ:&amp;issn=00289604&amp;volume=14&amp;issue=16&amp;title=Newsweek&amp;spage=64&amp;date=1939-10-16&amp;atitle=Perspective&amp;au=Moley%2C+Raymond&amp;id=doi:,The Newsweek Archive,1939-10-16,NA,NA
